"기준_년분기_코드","서울시_코드","서울시_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20202","11","서울시","CS200025","자동차수리","235541053522","1432865","194127413332","41413640190","40730689313","36611012375","37973333588","38200231521","40612146535","38930608586","2483031604","49608260","33858206901","61875197331","83244582951","55785536818","727921261","152428573169","53734073999","23324756","8942487738","40413651604","52241237788","56742976433","47798225385","1170025","262840","255674","220974","231963","222048","239366","239325","23515","532","262087","404819","490978","270971","3478","952696","321851","1046","70098","253292","320944","339206","289916"
"20202","11","서울시","CS200037","노래방","69825111206","1628507","46484921090","23340190116","6649967713","9925999673","9352633726","10000466653","10555853325","13339897405","10000292711","36725209956","1888073090","345510219","885425681","6500696297","23480195963","55013638391","10646199038","664141668","9971986425","12819078698","18132519445","17331598091","6740394535","1051348","577159","179580","209258","208502","213969","240039","315961","261198","563932","26056","34986","94782","332417","576334","1106500","497483","106961","719667","316516","201564","185447","73820"
"20202","11","서울시","CS100009","호프-간이주점","327541837112","7294506","225315646281","102226190831","36046283230","44289854923","45213732176","46308603697","53457172255","60125442829","42100748002","110536339181","3293487913","5534374606","4924944702","55919795522","147332895188","202892889851","95971719248","2961119156","102936885085","77298833344","53430824694","43975553295","18261518825","4990199","2304307","864969","960360","976087","1008660","1180123","1318665","985642","2083198","92355","351992","191052","1447243","3128666","4392355","2563778","95786","2720473","1710653","1102416","935949","390936"
"20202","11","서울시","CS100006","패스트푸드점","139090207431","13045647","96632350452","42457856979","17673051756","18945341845","19159076943","19675525317","21179354591","21631646145","20826210834","3295796396","7364783537","36880206143","24734460759","51918197516","14896763080","71666938390","56823549071","2161328400","37117265291","32223023742","28253185545","20355702843","8379981702","9343821","3701826","1783917","1843956","1852961","1904516","1958471","1923212","1778614","332536","1074579","3452512","2430565","4398816","1356639","6928111","5740961","293279","4163229","3203961","2501007","1763543","743985"
"20202","11","서울시","CS300017","시계및귀금속","194721530822","649506","147460931731","47260599091","33784434251","28953268581","28465933195","28916854311","27340441393","27810625919","19449973172","0","10550171200","54589266280","78491329439","50425656071","665107832","95922602716","83323960981","568024337","24820750706","38960488979","40832383648","39090152608","34974626506","482578","166928","94910","90063","97421","99622","100562","103600","63328","0","24761","172743","239395","203751","8856","282676","337395","9176","151703","151620","115288","108150","84124"
"20202","11","서울시","CS200006","일반의원","1185138719242","31787321","1007082305940","178056413302","233355653170","192478497202","178421838788","174723514637","228102802143","172345151944","5711261358","99140416","252225611879","375208501193","364134808133","192366259919","1104397702","454705726867","727733713300","2904243542","175223421733","252323586234","254682084155","273651187988","223654908125","27485405","4301916","6883347","5040211","4908577","4830993","5822277","4113670","188246","387","7824102","8939166","10222165","4787500","14001","15231025","16533160","153644","3586078","5736910","6976733","7131143","8179669"
"20202","11","서울시","CS200019","PC방","85572125670","17708490","55809096193","29763029477","10875235847","10831279134","10726042248","10975898909","12400640055","15174009580","14589019897","15876266586","4913961633","7426847083","13536040924","25165627702","18653381742","71579784230","13950458215","5687486461","56626868805","14342684480","4163723426","3816358268","893121002","11596910","6111580","2250572","2252825","2232402","2284752","2576359","3118494","2993086","3100843","941820","1527216","2986540","5359571","3792500","14647036","3059489","1772818","11547431","2639648","804552","777168","164911"
"20202","11","서울시","CS200029","네일숍","13699089739","193718","10085258572","3613831167","1842658178","1806566513","2093646380","2142895922","2199491579","2556158893","1057672274","65649391","119999543","2851252771","4077764137","5688431780","895992117","2375951008","11129463313","44553484","2845192759","4238863355","3112575988","2244057577","1020171151","142122","51596","27405","25722","27115","29966","31914","34786","16810","491","4192","41939","57715","80848","8533","46759","145889","1497","53322","59159","37692","28815","12164"
"20202","11","서울시","CS300033","철물점","49637003440","1267179","42132417602","7504585838","8725052046","9064597728","9059086130","8394524775","6889156923","6357281563","1147304275","74347331","12390134221","14984725459","14689191214","7359786742","138818473","25666059393","13219736422","9125922","1739045664","4840451617","8352513578","12857942982","11086763930","1038924","228255","220341","204341","205197","204671","204374","175800","52455","766","326949","356890","361208","218258","3108","710488","294275","1123","86622","177643","216995","289379","232978"
"20202","11","서울시","CS200024","스포츠클럽","81565054101","283438","72646632093","8918422008","19594781477","14951794119","13160838523","12755759662","12183458312","6034965047","2883456961","328771900","6862986098","10924399185","16784275579","33973373282","12691248057","38078435061","40083573628","301159784","23224671155","21664183840","12848031461","14230487360","5893475084","242487","40951","64480","52132","46284","41321","38270","24868","16083","2898","27605","41147","56643","114649","40496","157212","120381","2092","103136","74624","37078","43263","17410"
"20202","11","서울시","CS300024","운동/경기용품","251935427588","1757897","171602103103","80333324485","30238115030","34300645038","35716254004","35566646910","35780442121","44292326792","36040997693","141058255","11340266567","63778942001","97674999957","75912357194","3087803614","155632680870","73797756116","752437851","14513519872","41003437928","64690453458","59524819397","48942852021","1102912","654985","208169","217952","219198","224056","233537","359186","295799","2483","103395","462926","649920","516302","22871","1090309","608485","9058","158411","273956","348064","472278","436868"
"20202","11","서울시","CS300014","신발","164244539663","2096176","101748800606","62495739057","18133711333","19564851258","19708831681","22668290479","21673115855","35661003598","26834735459","489862073","6673804877","39290019534","53887616710","59095271888","4807964581","82249008396","75899582145","1183947000","37261571795","37047911193","26311279701","30653047099","25690833749","1321629","774547","242600","253636","261274","284391","279728","430394","344153","2684","91168","475316","695163","761938","69907","998526","1059081","19396","488047","421757","320191","412578","395639"
"20202","11","서울시","CS300031","가구","263634892576","768656","163831150883","99803741693","27825335163","35833761983","30398705058","39503288618","30270060061","52638081758","47165659935","1453925","12062442242","67798281603","107672680639","75798477525","301556642","126876770840","118907933242","38517699","11460059524","43867464463","57624658739","74892484652","57901519012","565170","203486","113395","112374","111815","111170","116416","130072","73414","22","111059","222617","276542","155700","2716","360718","339005","936","96909","167181","151419","155975","127297"
"20202","11","서울시","CS300025","자전거 및 기타운송장비","75441335156","516211","47118535693","28322799463","9311310980","9372482091","9184287748","9416502553","9833952321","16758769131","11564030332","0","3108689753","18207080608","25790491701","27334791129","1000281965","54704106415","17255134106","283415712","5972338088","18252709141","22597346088","15490351041","9363080449","324944","191267","63208","57609","66761","67063","70303","112514","78753","0","30402","127875","179643","175237","3054","374517","122058","6724","49725","111410","152446","100956","75310"
"20203","11","서울시","CS300028","화초","44054337096","977244","34430585444","9623751652","6616728483","6844852604","7228284477","6340746876","7399973004","6378482257","3245269395","293248095","6595076381","12625606766","13795212785","9826858904","918334165","14720573010","16538915324","122421377","4272394072","6853783522","5804221253","7785861989","6420806099","730133","247111","124588","145361","148595","136408","175181","159374","87737","1143","109746","262182","293214","293707","17252","401884","472480","7019","202760","227803","151366","160589","124792"
"20203","11","서울시","CS300021","문구","275265194480","10431718","255414865020","19850329460","47419378177","56350786058","49430415962","50650535124","51563749699","14171706280","5678623180","7260775","42535068354","90525910593","101101071511","39640679962","1455203285","76084118575","54070481102","1928435320","14118736974","20741514324","33284938761","36013556380","24067439734","9004289","1427429","1745620","1869937","1813079","1798809","1776844","969017","458412","378","1291816","3059533","3356355","2593831","129805","3963541","4298328","337629","1708267","1718915","2223396","1430386","843257"
"20203","11","서울시","CS100009","호프-간이주점","308336030592","6825987","213247675125","95088355467","33684669065","40516092759","44519555216","42707144865","51820213220","57032921220","38055434247","100674520067","3495689652","5528144757","4861074650","61022941004","132753660462","190869022266","90796709839","3313551770","99822122979","71281203458","49611037612","40805327587","16832139607","4709236","2116751","789600","882140","974368","924866","1138262","1236356","880395","1877970","100619","331389","182580","1538194","2795235","4082216","2423951","98512","2593329","1546052","1026558","869400","372304"
"20203","11","서울시","CS300007","육류판매","787190892232","16443477","596705737884","190485154348","108638975038","127253931123","127550534600","103807596698","129454700425","124751532107","65733622241","12164503065","144052227483","199582871601","230637965601","187219143994","13534180488","337716681205","395325721448","360772252","24938921470","89727622904","143091135917","219201286809","255722300424","11738830","4704647","2152791","2399855","2523464","2140345","2522375","2895313","1809334","111323","2032772","3629637","4641496","5720269","307980","7005116","9107801","21244","912480","2232662","3321212","4635322","4989972"
"20203","11","서울시","CS200001","일반교습학원","486804834679","1676982","391348207071","95456627608","86121199681","84632863864","78724241853","67925485705","73944415968","61145151125","34311476483","750856176","35753173550","67044423401","145038600696","202070340574","36147440282","209588115627","274016965198","1577777147","5663635915","33286071865","316793483498","114371674423","11912437970","1347999","328983","303836","294524","274827","231345","243467","208458","120525","2675","164262","257670","489528","656368","106479","707695","964057","10806","31402","153781","1077889","362180","35698"
"20203","11","서울시","CS300017","시계및귀금속","189499753506","613335","140605112163","48894641343","28793327405","29358405108","29077790432","27333604655","26041984563","29621254138","19273387205","0","9421153172","58974206611","78446543675","41733586573","924263475","94643110906","78937786611","775982688","25536739677","39494463861","40057239992","38313641897","29402630894","454046","159289","84629","89891","94527","90052","94947","100700","58589","0","25915","153180","232998","189565","11677","257132","328713","11364","165128","137265","102434","93810","75862"
"20203","11","서울시","CS300018","의약품","1349355943941","62983785","1208121535668","141234408273","280179524872","252374528644","222204499298","224751949301","228611033553","121200186475","20034221798","288187398","279233934713","410966826446","413713455007","234213719631","10939820746","697222089961","601723386434","2460452413","92329353534","191584791622","294141606313","323637615181","394791438717","53716629","9267156","12048930","11124804","10027490","9728348","10787057","7698350","1568806","18729","11868635","17090249","18132450","15095215","778507","29525475","33288775","364108","8956092","11516285","12925216","13636438","15416060"
"20203","11","서울시","CS300024","운동/경기용품","216128998007","1473057","152322912559","63806085448","27519002061","29278454443","32048377484","31701662541","31775416030","35260431681","28545653767","138511810","11619633670","53231600044","81817510380","67442089727","1879652376","128360080537","67701081685","952489059","16361023875","34444218931","54062496073","52848256791","37392761831","953194","519863","166332","191495","190058","193791","211518","287744","232119","2051","95004","391475","521883","443622","19022","883053","536461","9662","161392","240903","302405","382795","322371"
"20203","11","서울시","CS200002","외국어학원","84174499179","254286","72507724150","11666775029","16421366937","15129590001","14579416861","12318103495","14059246856","7508912624","4157862405","160916098","13736277259","14257802498","25839809937","26856841957","3322851430","36466768522","46449302674","279897305","2810271721","13553421933","46808378470","16758052106","2706049661","209399","44887","47338","43694","42524","36649","39194","28781","16106","457","30553","43508","78189","89998","11581","105527","146714","1680","18472","31706","138858","54692","6830"
"20203","11","서울시","CS300026","완구","28535183177","527789","16275725429","12259457748","2844768344","3065619623","3407052895","3070157735","3888126832","7395177398","4864280350","5369092","1885996169","7285229589","9095881878","9295944826","966761623","16909515905","10876123870","174652342","3567239575","9723181493","9405116065","2198288430","2717161868","299155","228634","54103","57005","60107","57522","70418","130405","98229","36","22368","115832","179488","189136","20929","318599","205770","3394","69556","210657","148534","38874","53352"
"20203","11","서울시","CS100003","일식음식점","203375990809","5732256","159990907240","43385083569","26849729142","31147000427","32728619391","32774473541","36491084739","27177026292","16208057277","7937446031","460066282","57944906910","17888152762","76596460173","42548958651","94278238814","60323371566","1679002042","44913094620","43259876481","30139759338","22723925351","11885901059","4574941","1157315","808737","911581","936809","923682","994132","682509","474806","123587","35292","2475583","691423","1905721","500650","2729013","2330566","109065","1766066","1334053","889110","658801","302571"
"20203","11","서울시","CS200008","한의원","213725562377","5959377","174925742742","38799819635","39495500287","37095834697","32564363726","29571207237","36198836795","35691607590","3108212045","39871543","25085491742","74339266297","67365331059","46456950738","438650998","82312928885","129367955230","293897243","16693899093","35633298045","52126778482","53335805755","53597205491","5067390","891987","1104798","1018771","984060","869205","1090556","805409","86578","1268","960732","1950229","1735024","1305400","6724","2680710","3262963","16559","436757","813816","1160922","1476956","2038670"
"20203","11","서울시","CS300011","일반의류","1508813177157","27114115","941396648536","567416528621","159907063053","178552267732","210475834747","184949095384","207512387620","310059791153","257356737468","4128569847","34506086851","326175087761","536178879628","556328247000","51496306070","557099726670","921053227468","10931184513","266352486291","344995261914","337913491111","313088431631","204871718254","17207250","9906865","2926639","3276907","3822667","3402526","3778511","5282298","4624567","188205","689233","6074706","9001547","10083155","1077269","9613476","17400226","333284","5862726","5887487","6199279","5453781","3277115"
"20203","11","서울시","CS200024","스포츠클럽","76727564543","268659","69034673600","7692890943","16135443367","15276454887","13461285747","12006204081","12155285518","5689898693","2002992250","432129590","6498956824","10627971145","16986815932","30265218312","11916472740","36107875907","38282001693","331631694","23680761874","18139082844","12897986639","13572874747","5767591360","230924","37735","55467","50154","45428","40414","39461","23378","14357","3384","25691","40493","56205","104862","38024","147963","116388","2858","101602","62931","37994","41151","17825"
"20203","11","서울시","CS300036","조명용품","421798852914","4245532","379287311172","42511541742","79481036685","72275965383","74350855811","72778251139","80401202154","35340543182","7170998560","94689156","81551125313","128153688731","161465431187","50314186228","219732299","210467781285","93597933854","87306598","12768916465","34395018080","94502032084","101912888474","60394018831","3594059","651473","733436","744729","713225","691459","711210","521338","130135","2861","915072","1235857","1453679","633695","4368","2362612","976232","3538","190242","525494","779863","987579","851850"
"20203","11","서울시","CS300008","수산물판매","870472088821","15180484","491639575405","378832513416","76648056768","94508332639","123706634604","79507194957","117269356437","231468930425","147363582991","20880606434","140536777494","188331938329","230980841672","262179164183","27562760709","464011340996","322783940453","503176490","67980583020","156981019666","164485748725","182885815243","213958938324","8748077","6432407","1418268","1680781","2106728","1478453","2063847","3806452","2625955","238621","2049535","3406013","4388982","4696323","401010","7767717","6746408","13432","1234601","2539462","2843213","3506710","4376700"
"20203","11","서울시","CS100008","분식전문점","235448689497","22798296","176946114225","58502575272","32275262234","35224973669","36518254200","34805245234","38122378888","33293681488","25208893784","7544517385","18304027196","72843787814","40193842502","74836692248","21725822352","107017874876","105031476329","4442204110","50084172835","49743838427","52893764399","37144641284","17740133393","17413945","5384351","3230512","3492765","3579522","3459263","3651883","3044424","2339927","512879","2318355","7029345","3956179","7219762","1761776","10664942","11111933","559290","5580164","5284017","5210704","3570824","1571793"
"20203","11","서울시","CS200016","당구장","19184667241","994130","13641157657","5543509584","2654446132","2733179028","2944568054","2572746496","2736217947","3228456178","2315053406","2276748211","468920333","1174948355","2699298390","7212380026","5352371926","14984195964","3718900757","303293098","3077904487","2978008454","4370163000","5539295163","2434506111","689736","304394","129055","131532","143924","131557","153668","173791","130603","120985","9427","45725","131273","370309","316411","869653","108824","34842","152688","124440","225027","303323","138139"
"20203","11","서울시","CS200037","노래방","44676010777","1104559","29102370027","15573640750","3932096570","5682399271","6318337903","6120034036","7049502247","9175812234","6397828516","23817302308","1372626417","211487356","617670195","4185498330","14471426171","35140160421","6936333752","482679351","6600013642","7996176495","11343352038","11215997308","4438290447","708721","395838","123869","134593","140394","137026","172839","219665","176173","358876","15182","26871","73394","243125","387111","740520","348194","92026","501284","194695","128521","124416","47782"
"20203","11","서울시","CS300001","슈퍼마켓","976962026876","71921177","711959295187","265002731689","140241026194","143936105129","149740806769","132616997803","145424359292","149199214699","115803516990","14774752183","98356832066","177370423261","224381508915","352274711750","109803798701","450126798139","481498107427","3528672371","90760089885","157944036355","233765787941","244606884204","201019872686","52697972","19223205","10261529","10613510","11046513","10078231","10698189","10489237","8733968","1197074","6979228","11925958","14530545","27086349","10202023","36955862","34012333","720196","10942972","13949956","16371192","16289306","12694575"
"20203","11","서울시","CS200006","일반의원","1287136250520","33888780","1098191503886","188944746634","239636950090","233820914080","195204584474","192585297052","236943758190","182244254301","6700492333","222230635","281173623479","406164651618","393006936698","205118564675","1450243415","482911240263","800486174182","3864021147","195026007115","267942739410","281926887159","302324071909","232313687711","29385221","4503559","6814946","6158317","5193561","5183584","6034813","4310740","192819","452","8417561","9561070","10911802","4982407","15488","15505248","18354735","213202","4034099","5976771","7340065","7633859","8661981"
"20203","11","서울시","CS200003","예술학원","80549098150","318617","66338063602","14211034548","12946408519","14627614785","13959077281","12724577489","12080385528","10097908605","4113125943","119605251","2777925693","13680242285","27434749526","29613958825","6922616570","31954442703","47677742789","507478368","6135137079","13026435806","41338609063","15963154126","2661371047","281106","37511","57241","62787","59908","53765","47405","28549","8962","212","8760","59348","128060","107246","14991","125810","190756","1989","29791","73570","161428","39469","10307"
"20203","11","서울시","CS200034","여관","44647632217","1114891","27366185574","17281446643","5034184040","5189335645","5957802984","5095527272","6089335633","9224681782","8056764861","12864614930","2754151801","2999579579","5344549779","10955873467","9728862661","31273158036","10287442573","756647159","15212482744","10109026792","7528013512","5400032169","2554398222","691478","423413","127329","130866","148853","135651","148779","220513","202900","252197","61849","111316","167601","299379","222549","801448","277889","22910","458909","251670","161039","125566","59270"
"20203","11","서울시","CS200030","피부관리실","40545788265","231105","32174787703","8371000562","5431293288","5994198543","6581135263","6610490231","7557670378","6423520768","1947479794","435617667","1349621340","8472792181","12158694288","15224065310","2904997479","9174037963","30411348215","144361088","9081250972","12074948474","8169236603","6953389399","3162922856","179412","51693","30481","34029","36420","37406","41076","37769","13924","3536","8071","50193","69171","87545","12589","59760","167684","1491","73235","69286","38785","30009","14657"
"20203","11","서울시","CS200029","네일숍","13904512857","190910","10379540161","3524972696","1688677890","2042165482","2111700243","2106604149","2430392397","2488524357","1036448339","85826048","168464489","2834009456","4260410575","5719631109","836171180","2084406561","11651554983","69697548","3110763320","4291867104","2936436209","2164087875","1163004846","141816","49094","25311","27195","28216","28686","32408","33041","16053","553","4716","42727","56950","78237","7727","41542","147698","2008","54372","57780","37676","25284","12115"
"20203","11","서울시","CS300035","인테리어","40930675646","664444","34600764111","6329911535","7933068790","7197963750","5975715634","7231446872","6262569065","5275051774","1054859761","66680229","7433698658","12131674452","14803056046","6203279553","292286708","18337380280","14954365333","8563514","1693405576","4325901561","8950450367","9766819782","8547233758","523885","140559","97579","109610","103214","106089","107393","102077","38482","890","143633","180943","206549","128054","4374","322958","248886","993","41522","80335","123490","163906","161768"
"20203","11","서울시","CS100010","커피-음료","469960251738","62991568","358041828487","111918423251","63576019950","72226178443","73952258749","71528720618","76758650727","62174001609","49744421642","5439956354","69654256501","148566735095","114183000879","104421040445","27695262464","192831318537","223693882556","7459349137","138135713839","117051982165","80661356656","52816557133","20400241976","49510071","13481497","8984979","10060246","10191952","9945231","10327663","7420147","6061350","436065","13665038","19170458","14438987","12413142","2867878","28266026","31273661","1250055","21361226","16962551","10876461","6790832","2298500"
"20203","11","서울시","CS300010","반찬가게","634239814974","19754576","541480078340","92759736634","102538019949","119636893916","107127445931","100930931850","111246786694","71974150279","20785586355","70257923350","154032571241","170719602008","144552221350","77556974102","17120522923","270669944466","256526824443","424332197","30570286451","98986695202","123483696116","136631712052","137083653196","16508034","3246542","3163085","3402763","3494462","3181288","3266436","2201636","1044906","1132668","3851023","6006043","4308459","3897203","559180","9615846","8559471","56778","2596693","4168136","4120286","3916370","3316685"
"20203","11","서울시","CS300019","의료기기","211654666276","522064","204693093790","6961572486","36913138520","45325110334","37405760832","40268735703","44780348401","6144611328","816961158","242106007","41499633172","65617612770","82464165290","21004927106","826221931","148462964615","44926423120","234893533","3242499909","18300933682","53297088184","62113791677","56200180748","462925","59139","91034","99773","87024","92647","92447","47672","11467","2241","92270","179242","185566","58373","4372","286788","220077","3260","25283","53728","98762","127525","198309"
"20203","11","서울시","CS300004","핸드폰","73888354701","1564868","56954449131","16933905570","10151205115","14562733482","11796244059","10138019138","10306247337","11919113962","5014791608","183169789","4221705695","17791626517","25506386821","25651509528","533956351","36334010784","26860506105","331357047","9833364651","11475215337","17384484957","14369737862","9800357032","1210480","354388","251680","230343","250570","225418","252469","227063","127325","1390","103936","397326","471410","564718","26088","819221","700314","38826","333416","274559","342184","321242","209305"
"20203","11","서울시","CS300032","가전제품","311727419387","897897","198754426351","112972993036","43498797931","38880041797","38353195648","36693246881","41329144094","58186300468","54786692568","778754162","17153548192","80385454273","114938759507","95082185005","3388718248","159472938631","138701392758","204417368","18985629353","54932181828","84621861975","77059386353","62370891041","589259","308638","127039","117383","116621","110603","117613","163645","144993","2262","59370","233392","306613","283482","12778","486919","377818","1722","79256","160165","204742","216984","201869"
"20203","11","서울시","CS300027","섬유제품","34031233807","391040","25100931891","8930301916","3683312919","4797831087","4792566121","6048406269","5778815495","4732700955","4197600961","0","5211962024","8200752756","12833958592","7389012308","395548127","12776204875","18849872121","146307863","2109516991","6138396399","5490490839","9094529926","8646834970","297944","93096","49854","59907","59814","68108","60261","63761","29335","0","45849","95755","143516","101162","4758","136013","237126","5235","52792","53244","52633","109480","99763"
"20203","11","서울시","CS200032","가전제품수리","18139096545","216921","16401621886","1737474659","3700594207","3423325693","2839658176","3106547674","3331496136","1587295044","150179615","9597579","3199831443","5273966670","6398503385","2992258310","264939158","8356656816","6403635032","24651709","882490594","2738067863","4001865152","3739380180","3373836358","195775","21146","41654","38844","38319","37495","39463","19341","1805","87","38893","67716","77076","32311","838","108840","86126","414","12586","34378","47455","49389","50733"
"20203","11","서울시","CS100001","한식음식점","2468791860721","81922540","1842834962398","625956898323","322294110650","358410317898","377804301781","373374091324","410952140745","361304964833","264651933490","117322426499","48983084043","636010889164","236796767246","997545649094","432133044675","1283510844947","742240260686","12155964281","385401873466","448994746548","450091160958","436911238601","292196208420","63365254","18557286","11721506","12530253","13022283","12660714","13430498","10507310","8049976","2955346","2720868","30998012","9836554","26604916","8806844","45211532","28749917","748147","15880010","16284741","15779212","15037140","10232204"
"20203","11","서울시","CS200005","스포츠 강습","54335552600","249617","50767112006","3568440594","11667635719","10528762996","10611783423","9016204432","8942725436","2781975773","786464821","60018360","3720007331","9565669105","12342480490","23065107291","5582270023","19283999087","34115173423","162661094","7926452733","12962185047","20139612312","8499566950","3709436117","232523","17094","54135","47790","47870","43413","39315","12846","4248","294","10779","48933","66447","104440","18724","97087","146764","1591","43966","62044","98674","26117","11480"
"20203","11","서울시","CS100002","중식음식점","182634749699","6676508","133452394751","49182354948","23067018004","25953906814","28250550758","27011598587","29169320588","26211701140","22970653808","4250051557","1825136495","65171340631","23399507534","69135557672","18853155810","89344641670","55155915273","1477280261","29272415195","36673490148","34371135914","27246889786","15459345642","5000409","1676099","890155","975874","1053109","1011312","1069959","883334","792765","112085","89019","2961658","1026620","2145026","342100","3644617","2342153","112512","1376051","1440874","1382108","1072272","602945"
"20203","11","서울시","CS300020","서적","100632403156","2544653","80874017659","19758385497","15596824067","17617988606","16411484267","14726785822","16520934897","11207233109","8551152388","372278","8225582772","25689444658","39130298820","25864229114","1722475514","37898273760","49338216780","1848682949","10252690435","15792836183","29806389504","22299034833","7236856640","1868243","676410","375322","382199","369456","360748","380518","386303","290107","69","139291","604699","810301","905507","84786","1045358","1426930","126449","434898","417756","818980","490937","183279"
"20203","11","서울시","CS200025","자동차수리","233896813725","1425278","195081673993","38815139732","37435130726","40678778196","38351294745","37878596287","40737874039","36806174331","2008965401","71167037","33720235158","62158385310","81355338051","55596871094","994817075","150054273065","52250649368","42441458","9853097540","39846031943","52323489088","56106636618","44123627735","1182125","243153","241437","246447","224863","224888","244490","224530","18623","582","264768","409213","484618","263010","3087","943650","320887","1119","78577","258058","319972","328693","277938"
"20203","11","서울시","CS300015","가방","25849220064","532172","17713842847","8135377217","3041207508","3149344566","3218845712","4674069173","3630375888","4550449897","3584927320","132823158","772446755","5550287232","9445002256","9115852740","832807923","9520843120","15032027383","310371428","6302755526","5132401211","4705473031","4584945548","3516923754","351216","180956","63788","70424","70406","71097","75501","98423","82533","124","12605","119361","174755","202760","22567","181402","341920","9318","156318","119833","87218","81770","68866"
"20203","11","서울시","CS300033","철물점","51545875128","1327542","43053757248","8492117880","8439985875","8416891087","8490589809","8797840002","8908450475","7350879149","1141238731","36215951","13450172042","14420054541","16199864857","7327927285","111640452","25133659872","15721905848","15750857","1961611910","4895625630","8691594918","13383341468","11906609357","1103487","224055","214004","226217","220539","220170","222557","176037","48018","496","358696","356191","387993","220574","3592","723121","309822","2150","98274","171666","228311","290308","242186"
"20203","11","서울시","CS300009","청과상","629656376279","18506706","477106347646","152550028633","77911020656","111520582545","103566095048","85995506716","98113142681","95550910530","56999118103","12310949031","141079539936","170529496424","177010114444","118716804679","10009471765","260228916939","309081455581","156375725","13069280378","71656139405","94055246304","142597384922","247775945823","13318945","5187761","2290580","2847811","2828281","2580685","2771588","3065395","2122366","68242","2641920","4922105","5771221","4720522","382696","7686829","10313845","14223","666107","1935225","3193261","4643209","7548661"
"20203","11","서울시","CS100006","패스트푸드점","139920419939","13031873","98267588798","41652831141","17469875949","19023459751","20036360772","19668239594","22069652732","21377219266","20275611875","3238768770","7915711624","38002503165","24878877048","51545695824","14338863508","69913105417","57471785388","2638772724","37511731665","30835946213","27765520034","20347746532","8285173671","9456570","3575303","1732592","1881897","1935658","1883320","2023103","1871277","1704026","317934","1120993","3489369","2415772","4379755","1308050","6829944","5774506","345986","4166723","3114059","2479144","1757279","741264"
"20203","11","서울시","CS200031","세탁소","21929774723","1406375","18010185246","3919589477","3967432350","3707803194","4016412198","3204234966","3114302538","3520151756","399437721","257765250","3074882981","4959707416","5971206253","7143882510","522330313","9211652099","9996868332","46672091","2807382338","5306399768","5240953702","3957628410","1849963557","1125349","281026","245290","227826","257214","191105","203914","249436","31590","11934","189573","305357","370571","486216","42724","707649","644375","6270","241034","349353","351487","282216","121680"
"20203","11","서울시","CS300029","애완동물","16454360887","599101","10917705096","5536655791","2114761690","2202395477","2386335080","2060829328","2153383521","3033625568","2503030223","133624135","910350397","3410688650","5178606564","6063020348","758070793","6472630853","9783782681","82239529","2695956690","2946590825","4028692607","3944960890","2557972995","423195","175906","83934","88614","87711","79677","83259","96495","79411","2515","27180","119566","176420","242124","31296","214573","381543","4682","101384","106873","126907","155827","100433"
"20203","11","서울시","CS300025","자전거 및 기타운송장비","57602206593","408880","37969099937","19633106656","6696590550","6827071563","7457221675","8142519133","8845697016","11341561841","8291544815","515805","2376462067","15090573568","19175516543","20549523693","409614917","42903004351","11691264227","137866686","4507160387","12850891942","16859774569","12926353105","7312221892","266630","142250","45597","52066","52034","56153","60780","83925","58325","32","27986","106847","135764","136448","1803","295282","94804","6192","41682","79097","111340","89477","62290"
"20203","11","서울시","CS200033","부동산중개업","7097686245","362243","5718429661","1379256584","1051696441","1437993598","1046365977","1249232859","933140786","1147760257","231496327","187713302","1609698421","1374077275","1891175764","1679844556","355176927","4196341195","2070052447","0","612328669","1746927724","1070505896","1893488803","943142549","288386","73857","53896","57729","59875","55418","61468","46161","27696","7962","52687","96462","105156","79250","20726","195844","112949","0","45020","95186","80484","53219","34887"
"20203","11","서울시","CS300002","편의점","1150538081311","189633995","849863990242","300674091069","160384668565","167207791841","176393028382","165746525771","180131975683","160125445794","140548645275","139428571282","189116441117","154000519531","152347624444","293552911516","222092013421","747507610078","379619030067","16074041738","313985351365","315806732499","246511086076","163443979703","71305448755","142492190","47141805","26869164","28392571","29586369","28074248","29569838","24985240","22156565","19843074","36527039","28479552","26507271","45913024","32364035","121408518","66412887","4529040","61194558","51069034","36233688","24510215","10284861"
